date,diff
2017-05-10,39.9651067166
2017-05-09,35.5022995943
2017-05-08,27.5982579802
2017-05-07,21.809841498
2017-05-06,24.9559414274
2017-05-05,17.0522367968
2017-05-04,27.5218376215
2017-05-03,18.4624056132
2017-05-02,11.8090824634
2017-05-01,5.52783782978
2017-04-30,1.64452478695
2017-04-29,2.53919377871
2017-04-28,0.0415346121768
2017-04-27,1.58837792642
2017-04-26,3.71196982673
2017-04-25,4.4691689008
2017-04-24,2.54376815515
2017-04-23,3.48364637306
2017-04-22,5.97717097717
2017-04-21,2.37627581716
2017-04-20,5.24421655052
2017-04-19,5.18683989158
2017-04-18,6.73077651515
2017-04-17,11.7431254989
2017-04-16,11.9245376511
2017-04-15,10.4609502273
2017-04-14,12.0569079542
2017-04-13,10.7584599797
2017-04-12,19.5205222715
2017-04-11,21.0012557555
2017-04-10,20.6242650876
2017-04-09,20.4552774894
2017-04-08,16.4786649856
2017-04-07,21.3785708898
2017-04-06,21.2255509088
2017-04-05,6.24141565463
2017-04-04,8.44109561144
2017-04-03,12.2290249362
2017-04-02,10.0493531115
2017-04-01,5.51662696054
2017-03-31,6.34977246269
2017-03-30,3.03528150134
2017-03-29,5.03808934429
2017-03-28,5.47491875724
2017-03-27,8.39696516201
2017-03-26,4.85072489687
2017-03-25,0.592629989532
2017-03-24,3.46449619673
2017-03-23,12.0614239181
2017-03-22,12.5350838783
2017-03-21,20.5486734198
2017-03-20,10.3871500228
2017-03-19,12.76244504
2017-03-18,2.43387470998
2017-03-17,20.5174102349
2017-03-16,28.3241561491
2017-03-15,41.8048548658
2017-03-14,37.0772833724
2017-03-13,45.8997079978
2017-03-12,49.077802312
2017-03-11,40.1125592568
2017-03-10,51.5593359185
2017-03-09,46.3771433005
2017-03-08,44.9379679144
2017-03-07,36.0292844028
2017-03-06,40.9964871194
2017-03-05,36.9053475942
2017-03-04,40.3174798484
2017-03-03,42.3762591578
2017-03-02,31.0383945775
2017-03-01,10.4339395656
2017-02-28,14.4638271803
2017-02-27,15.8635039964
2017-02-26,16.8000708583
2017-02-25,18.7296463276
2017-02-24,22.180832457
2017-02-23,18.5300542902
2017-02-22,15.2245034398
2017-02-21,18.4764409084
2017-02-20,15.4932375693
2017-02-19,15.8003625519
2017-02-18,16.9196558397
2017-02-17,14.1377139259
2017-02-16,18.5737274498
2017-02-15,20.8088607372
2017-02-14,23.8341236591
2017-02-13,23.8195585165
2017-02-12,24.4857535065
2017-02-11,25.3967522108
2017-02-10,25.0131203257
2017-02-09,22.6551651645
2017-02-08,34.3122269119
2017-02-07,33.5620692595
2017-02-06,29.1184322867
2017-02-05,28.5394747629
2017-02-04,29.7583118469
2017-02-03,28.5939589075
2017-02-02,28.92092257
2017-02-01,26.9367369589
2017-01-31,25.5646648045
2017-01-30,21.672193809
2017-01-29,17.2167256643
2017-01-28,19.4855731149
2017-01-27,18.0516893706
2017-01-26,21.5001412828
2017-01-25,19.3344029783
2017-01-24,20.5895359962
2017-01-23,24.050018228
2017-01-22,24.527819985
2017-01-21,24.367197837
2017-01-20,20.2855714286
2017-01-19,20.758241774
2017-01-18,17.8396956773
2017-01-17,20.7925441556
2017-01-16,14.1261800599
2017-01-15,13.11098834
2017-01-14,9.16455308573
2017-01-13,11.1578953338
2017-01-12,10.9234419753
2017-01-11,8.52588835421
2017-01-10,30.8395664899
2017-01-10,30.7946767481
2017-01-09,33.9525825284
2017-01-08,33.2215169346
2017-01-07,28.8203722978
2017-01-06,45.0781809047
2017-01-05,61.1782477341
2017-01-04,54.7372262207
2017-01-03,53.2499653421
2017-01-02,49.0011429863
2017-01-01,45.2622820919
2016-12-31,44.9773064391
2016-12-30,47.8850490157
2016-12-29,39.8251121076
2016-12-28,37.2695073195
2016-12-27,35.3141690229
