date,diff
2017-02-25,132.832403433
2017-02-24,164.438770686
2017-02-23,172.433258762
2017-02-22,165.967799339
2017-02-21,164.411027569
2017-02-20,153.787638427
2017-02-19,152.923104426
2017-02-18,153.134790293
2017-02-17,152.461300702
2017-02-16,149.63573561
2017-02-15,137.382389315
2017-02-14,137.486026581
2017-02-13,135.584609638
2017-02-12,133.516686994
2017-02-11,136.142486089
2017-02-10,132.368238
2017-02-09,128.829522006
2017-02-08,150.274490053
2017-02-07,146.678177314
2017-02-06,134.56312974
2017-02-05,133.952996767
2017-02-04,137.08462473
2017-02-03,132.878846614
2017-02-02,138.66323059
2017-02-01,134.041029314
2017-01-31,128.77576467
2017-01-30,122.65551117
2017-01-29,116.16446036
2017-01-28,119.871772003
2017-01-27,116.151088971
2017-01-26,116.892854711
2017-01-25,110.949308477
2017-01-24,100.93435438
2017-01-23,108.897845483
2017-01-22,110.930048764
2017-01-21,115.193023053
2017-01-20,111.70700922
2017-01-19,111.618569636
2017-01-18,112.448673061
2017-01-17,122.955564827
2017-01-16,109.276328122
2017-01-15,105.59562495
2017-01-14,102.206932773
2017-01-13,104.759831055
2017-01-12,102.674526427
2017-01-11,100.180634108
2017-01-10,131.569261178
2017-01-09,131.922893179
2017-01-08,135.235365665
2017-01-07,134.39625619
2017-01-07,131.182124917
2017-01-06,155.339024561
2017-01-05,186.888972688
2017-01-04,168.051418001
2017-01-03,163.620100829
2017-01-02,156.569681471
2017-01-01,147.234525224
2016-12-31,147.486128733
2016-12-30,151.505066777
2016-12-29,154.989028363
2016-12-28,145.993246739
2016-12-27,127.85600847
2016-12-26,126.163066963
2016-12-25,128.957433947
2016-12-24,137.691284098
2016-12-23,122.312045271
2016-12-22,116.31389245
2016-12-21,109.433692722
2016-12-20,108.446594005
2016-12-19,107.912841209
2016-12-18,108.699348646
2016-12-17,107.930710835
2016-12-16,101.620032633
2016-12-15,98.5890605339
2016-12-14,96.8316879377
2016-12-13,96.8822633646
2016-12-12,99.2588951591
2016-12-11,98.4090320999
2016-12-10,94.8866646886
2016-12-09,94.9545582688
2016-12-08,91.1181411527
2016-12-07,92.1716765362
2016-12-06,89.1742701951
2016-12-05,99.5602960145
2016-12-04,101.389179756
2016-12-03,97.849872081
2016-10-17,65.8694105257
2016-10-16,64.3601216108
2016-10-15,69.9606994626
2016-10-14,49.8846761863
2016-10-13,45.5753398414
2016-10-12,44.9011287992
2016-10-11,39.2076843417
2016-10-10,34.4262295082
2016-10-09,35.0817073171
2016-10-08,35.3059013254
2016-10-07,31.4892907345
2016-10-06,34.6248989689
2016-10-05,36.7045255547
2016-10-04,36.0179528737
2016-10-03,38.2774151106
2016-10-02,38.8076496115
2016-10-01,37.1076283704
2016-09-30,35.0374494433
2016-09-29,39.4150388707
2016-09-28,37.2069595627
2016-09-27,40.0655450596
2016-09-26,36.9149285461
2016-09-25,41.5044947788
2016-09-24,34.6967420891
2016-09-23,27.4802015839
2016-09-22,29.3075637579
2016-09-21,34.0972543086
2016-09-20,36.0450225113
2016-09-19,36.754956902
2016-09-18,28.8262419777
2016-09-17,28.2888836441
2016-09-16,28.8663969412
2016-09-15,29.8830577522
2016-09-14,32.2060753341
2016-09-13,33.2819741612
2016-09-12,36.372094196
2016-09-11,41.8562957299
2016-09-10,46.6126693233
2016-09-09,43.9830375783
2016-09-08,45.4893696157
2016-09-07,42.1192952395
2016-09-06,49.8350183787
2016-09-05,49.5753957234
2016-09-04,46.1618770262
2016-09-03,50.1934576152
2016-09-02,54.1108754923
2016-09-01,47.9750886502
2016-08-31,53.8721458483
2016-08-30,45.1204499735
2016-08-29,43.1237914519
2016-08-28,50.8430351038
2016-08-27,51.7188332051
2016-08-26,53.408105504
2016-08-25,62.4513136576
2016-08-24,70.9155327855
2016-08-23,70.9972862041
2016-08-22,69.371081569
2016-08-21,68.5717083361
2016-08-20,65.5245209484
2016-08-19,69.5850885991
2016-08-18,62.1405291672
2016-08-17,65.3288418351
2016-08-16,60.1126554963
2016-08-15,70.7503333333
2016-08-14,67.8947028841
2016-08-13,69.2228875156
2016-08-12,67.1581322907
2016-08-11,74.370346179
2016-08-10,80.4265919818
2016-08-09,51.9700918327
2016-08-08,56.1163700582
2016-08-07,54.6112347374
2016-08-06,46.2365849687
2016-08-05,50.1623745089
2016-08-04,47.0247424989
2016-08-03,21.9454146256
2016-08-02,60.6175059952
2016-08-01,87.1404399323
2016-07-31,101.779598178
2016-07-30,98.3268242277
2016-07-29,97.8730610082
2016-07-28,111.217804451
2016-07-27,120.226675062
2016-07-26,125.282802869
2016-07-25,134.541929419
2016-07-24,128.588190331
2016-07-23,136.419704278
2016-07-22,141.317365269
2016-07-21,153.118832217
2016-07-20,159.580618466
2016-07-19,159.337436333
2016-07-18,166.817228641
2016-07-17,158.013579461
2016-07-16,157.104800893
2016-07-15,165.974474048
2016-07-14,168.860706239
2016-07-13,176.86877571
2016-07-12,170.307953555
2016-07-11,169.375287092
2016-07-10,172.690630798
2016-07-09,177.6708248
2016-07-08,172.256696949
2016-07-07,171.305091246
2016-07-06,182.501497765
2016-07-05,182.550248275
2016-07-04,186.850633831
2016-07-03,185.543478261
2016-07-02,188.028315473
2016-07-01,185.490966957
2016-06-30,172.621070518
2016-06-29,174.129164093
2016-06-28,180.165831995
2016-06-27,178.122648608
2016-06-26,190.058684881
2016-06-25,195.596007238
2016-06-24,184.927043491
2016-06-23,151.913574266
2016-06-22,191.728831622
2016-06-21,211.154361554
2016-06-20,235.820895522
2016-06-19,228.508066481
2016-06-18,225.081306733
2016-06-17,218.481061895
2016-06-16,224.827280624
2016-06-15,196.649940968
2016-06-14,201.059164726
2016-06-13,203.577845789
2016-06-12,172.728019324
2016-06-11,145.402233847
2016-06-10,139.861772672
2016-06-09,139.007951356
2016-06-08,135.655493528
2016-06-07,134.77193142
2016-06-06,137.332095702
2016-06-05,136.861494039
2016-06-04,150.787789112
2016-06-03,139.608695652
2016-06-02,136.063401708
2016-06-01,134.329890443
2016-05-31,139.732756927
2016-05-30,137.416669954
2016-05-29,124.394623283
2016-05-28,114.00821256
2016-05-27,107.653424251
2016-05-26,100.812238389
2016-05-25,103.280428629
2016-05-24,109.953882852
2016-05-23,101.152468224
2016-05-22,92.4222097179
2016-05-21,92.6031648442
2016-05-20,88.5714285714
2016-05-19,91.7928620615
2016-05-18,89.1668613921
2016-05-17,71.3200136612
2016-05-16,71.312797507
2016-05-15,69.1177107178
2016-05-14,66.6308451931
2016-05-13,66.9374661501
2016-05-12,66.2887377173
2016-05-11,65.005163369
2016-05-10,64.456487706
2016-05-09,64.7427242893
2016-05-08,65.904407223
2016-05-07,58.3611764706
2016-05-06,53.6327019957
2016-05-05,51.9289821681
2016-05-04,49.2558496356
2016-05-03,50.2274479568
2016-05-02,47.6760772925
2016-05-01,55.1582488948
2016-04-30,54.8320887545
2016-04-29,52.6271251635
2016-04-28,50.8550499111
2016-04-27,58.4804297774
2016-04-26,54.7886688958
2016-04-25,56.0237114435
2016-04-24,52.6890661023
2016-04-23,51.8702290076
2016-04-22,53.3703746576
2016-04-21,55.419741469
2016-04-20,51.232498521
2016-04-19,47.7159264034
2016-04-18,49.4409448819
2016-04-17,49.3023622047
2016-04-16,49.4788749769
2016-04-15,50.4797399096
2016-04-14,44.2593869732
2016-04-13,41.2493390739
2016-04-12,42.7969832702
2016-04-11,44.7747915496
2016-04-10,35.3725059491
2016-04-09,40.4923664122
2016-04-08,44.3706537109
2016-04-07,51.5820456218
2016-04-06,52.5333551608
2016-04-05,51.4065871433
2016-04-04,50.362200879
2016-04-03,57.9260206135
2016-04-02,60.9425975684
2016-04-01,60.3145478375
2016-03-31,57.2946090251
2016-03-30,58.5095811109
2016-03-29,58.6121641374
2016-03-28,67.8874230431
2016-03-27,67.6754851402
2016-03-26,71.1150320807
2016-03-25,73.1565445965
2016-03-24,72.425462963
2016-03-23,71.5425409269
2016-03-22,70.9812118171
2016-03-21,68.8631774733
2016-03-20,69.7482313871
2016-03-19,72.0425042308
2016-03-18,69.4638415477
2016-03-17,69.8115791829
2016-03-16,67.9426478471
2016-03-15,76.6596095036
2016-03-14,79.0694484881
2016-03-13,80.7130647131
2016-03-12,81.4512159102
2016-03-11,86.9315270936
2016-03-10,84.1588050314
2016-03-09,85.1766131087
2016-03-08,83.4930463413
2016-03-07,84.9045499505
2016-03-06,82.0085059448
2016-03-05,82.7098506127
2016-03-04,83.0957595008
